source_name,indicator_id,normalized_name,mapping_status,basis
90th percentile ED length of stay: non-admit high-acuity (CTAS 1-3)patients.,ind_6f2ea74f30b39dc3,90th percentile ED length of stay: non-admit high-acuity (CTAS 1-3)patients.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile Emergency Department (ED) Length of Stay (LOS) as high acuity,ind_26f4040d5e42bdbe,90th percentile Emergency Department (ED) Length of Stay (LOS) as high acuity,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile Emergency Department (ED) Length of Stay (LOS) for non-admitted patients triaged as low acuity,ind_5fa9beb59afe060d,90th percentile Emergency Department (ED) Length of Stay (LOS) for non-admitted patients triaged as low acuity,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile Emergency Department Length of Stay - Admitted Patient (90th % ED LOS Admitted),ind_c33523679e1044e5,90th percentile Emergency Department Length of Stay - Admitted Patient (90th % ED LOS Admitted),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile Emergency Department Length of Stay - Admitted patient (ED LOS - Admitted),ind_a8c4e0116c532e12,90th percentile Emergency Department Length of Stay - Admitted patient (ED LOS - Admitted),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile ambulance offload time,ind_ee70b593aad3e4f6,90th percentile ambulance offload time,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile ambulance offload time.,ind_29ce0ea7a9811739,90th percentile ambulance offload time.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department length of stay for admitted patients,ind_f197a93604c302d2,90th percentile emergency department length of stay for admitted patients,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department length of stay for noadmitted patients with low acuity,ind_f08954e5367b10a4,90th percentile emergency department length of stay for noadmitted patients with low acuity,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department length of stay for nonadmitted patients (all acuity).,ind_82660a402a02c63b,90th percentile emergency department length of stay for nonadmitted patients (all acuity).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department length of stay for nonadmitted patients with high acuity,ind_7ebd4762b8a6c688,90th percentile emergency department length of stay for nonadmitted patients with high acuity,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department length of stay for nonadmitted patients with low acuity,ind_e666bcb709405e0f,90th percentile emergency department length of stay for nonadmitted patients with low acuity,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department wait time to inpatient bed,ind_ef4a9573ead4ee92,90th percentile emergency department wait time to inpatient bed,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department wait time to inpatient bed.,ind_91982437d751f183,90th percentile emergency department wait time to inpatient bed.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department wait time to physician initial assessment,ind_e7cd9b5804f1c518,90th percentile emergency department wait time to physician initial assessment,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile emergency department wait time to physician initial assessment for CTAS-1 patients,ind_923f20b6f720663c,90th percentile emergency department wait time to physician initial assessment for CTAS-1 patients,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile length of stay for non-admitted patients,ind_2c5bf14a3e9e8ea9,90th percentile length of stay for non-admitted patients,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
90th percentile physician initial assessment (PIA) time,ind_c1306461f3f82721,90th percentile physician initial assessment (PIA) time,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"90th percentile wait time (hours) for patients admitted from the ED to an inpatient bed or operating room, where wait time is from Disposition Date/Time until the Date/Time Patient Left Emergency Department (ED) for admission.",ind_3700bf2b49bae03a,"90th percentile wait time (hours) for patients admitted from the ED to an inpatient bed or operating room, where wait time is from Disposition Date/Time until the Date/Time Patient Left Emergency Department (ED) for admission.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
